protId	score	label	symbol
O75880	18.504973313283	NA	SCO1_HUMAN
P13798	16.5128789304857	NA	ACPH_HUMAN
O00483	14.755464463616	NA	NDUA4_HUMAN
Q14204	14.1881086477448	NA	DYHC1_HUMAN
Q9BZ23	12.3527502642179	NA	PANK2_HUMAN
P84085	10.8467935683101	NA	ARF5_HUMAN
P43251	10.7575542171657	NA	BTD_HUMAN
O75367	10.5862626883211	NA	H2AY_HUMAN
Q96AE4	209.085041915353	NC	FUBP1_HUMAN
P42126	183.0673514312	NC	ECI1_HUMAN
P11142	131.699970831694	NC	HSP7C_HUMAN
P60174	76.6342369136172	NC	TPIS_HUMAN
O95169	38.3088733015345	NC	NDUB8_HUMAN
P02743	22.401213401673	NC	SAMP_HUMAN
P09874	9.97352833762156	NC	PARP1_HUMAN
P07357	6.91471931110229	NC	CO8A_HUMAN
P04216	3.06646053496871	NC	THY1_HUMAN
Q99797	143.486419674048	AC	MIPEP_HUMAN
O14818	65.6132379506112	AC	PSA7_HUMAN
Q9P0M6	62.7536426485225	AC	H2AW_HUMAN
P37837	62.6024827236545	AC	TALDO_HUMAN
P84085	48.2140383277865	AC	ARF5_HUMAN
P52272	46.2411285181942	AC	HNRPM_HUMAN
O15400	42.1926998707527	AC	STX7_HUMAN
P02787	40.6452193490983	AC	TRFE_HUMAN
Q92973	34.5882960950049	AC	TNPO1_HUMAN
O00499	15.4779389112691	AC	BIN1_HUMAN
