protId	avgScore	totall	symbol
Q9BZ23	7.60346300602586	7.60346300602586	PANK2_HUMAN
O95154	7.52167781789859	7.52167781789859	ARK73_HUMAN
Q8WVM8	7.46284088094199	29.851363523768	SCFD1_HUMAN
P42126	7.41576394953582	14.8315278990716	ECI1_HUMAN
O94905	7.33713175416098	7.33713175416098	ERLN2_HUMAN
P53634	7.31785657346938	29.2714262938775	CATC_HUMAN
P52272	7.30545355755413	14.6109071151083	HNRPM_HUMAN
Q08211	7.2787601791895	7.2787601791895	DHX9_HUMAN
Q9P0M6	7.27140299527121	7.27140299527121	H2AW_HUMAN
P19388	7.22481141927226	14.4496228385445	RPAB1_HUMAN
P62913	7.16429033818164	21.4928710145449	RL11_HUMAN
P41240	7.14242989561825	7.14242989561825	CSK_HUMAN
Q86UN3	7.09571907327926	21.2871572198378	R4RL2_HUMAN
P04216	6.99149059552471	6.99149059552471	THY1_HUMAN
Q96BS2	6.95679020658558	13.9135804131712	CHP3_HUMAN
P22894	6.95514619251339	6.95514619251339	MMP8_HUMAN
Q9Y230	6.88081436568557	6.88081436568557	RUVB2_HUMAN
P35268	6.84850518126046	6.84850518126046	RL22_HUMAN
Q7L014	6.84250526902059	6.84250526902059	DDX46_HUMAN
Q8N1G4	6.81479031715275	13.6295806343055	LRC47_HUMAN
Q02252	6.79798546943427	6.79798546943427	MMSA_HUMAN
P61960	6.76663823435424	6.76663823435424	UFM1_HUMAN
Q96TC7	6.73176080128314	6.73176080128314	RMD3_HUMAN
Q14974	6.70974754714168	6.70974754714168	IMB1_HUMAN
Q13217	6.68956151927627	13.3791230385525	DNJC3_HUMAN
O75367	6.68733233814192	6.68733233814192	H2AY_HUMAN
P17980	6.68423440520409	13.3684688104082	PRS6A_HUMAN
P52815	6.67942226195299	6.67942226195299	RM12_HUMAN
P06576	6.63860411968206	19.9158123590462	ATPB_HUMAN
P35443	6.63466943415417	6.63466943415417	TSP4_HUMAN
Q01518	6.61457509670661	6.61457509670661	CAP1_HUMAN
P43490	6.59807775769045	13.1961555153809	NAMPT_HUMAN
O75347	6.58446278662753	13.1689255732551	TBCA_HUMAN
P62241	6.58209129321397	19.7462738796419	RS8_HUMAN
P20339	6.56074511411647	6.56074511411647	RAB5A_HUMAN
P56199	6.52702600280051	6.52702600280051	ITA1_HUMAN
O15400	6.52132165193361	6.52132165193361	STX7_HUMAN
P31946	6.51865050371364	6.51865050371364	1433B_HUMAN
P01766	6.51557518084768	6.51557518084768	HV313_HUMAN
P12429	6.50207531752146	6.50207531752146	ANXA3_HUMAN
Q04446	6.46234553793159	6.46234553793159	GLGB_HUMAN
P46940	6.45084052858858	6.45084052858858	IQGA1_HUMAN
Q10567	6.44231143512103	6.44231143512103	AP1B1_HUMAN
O00291	6.43373367453839	6.43373367453839	HIP1_HUMAN
Q9UI08	6.42484787845034	6.42484787845034	EVL_HUMAN
Q8N6C5	6.4094240583333	12.8188481166666	IGSF1_HUMAN
P01034	6.39629928388094	6.39629928388094	CYTC_HUMAN
Q14697	6.31983971903602	6.31983971903602	GANAB_HUMAN
Q9BRA2	6.31549709467686	6.31549709467686	TXD17_HUMAN
Q8WXF1	6.30098440529011	6.30098440529011	PSPC1_HUMAN
Q13724	6.29055922557564	6.29055922557564	MOGS_HUMAN
Q92973	6.28222860684258	18.8466858205277	TNPO1_HUMAN
Q02878	6.27930838552642	6.27930838552642	RL6_HUMAN
P54819	6.25803111113948	12.516062222279	KAD2_HUMAN
P51159	6.22150277533425	6.22150277533425	RB27A_HUMAN
O75094	6.15975125221605	6.15975125221605	SLIT3_HUMAN
P53004	6.1386685976418	18.4160057929254	BIEA_HUMAN
P23142	6.06134437876983	6.06134437876983	FBLN1_HUMAN
P20774	6.03404722069832	12.0680944413966	MIME_HUMAN
Q71UM5	6.02932728100135	36.1759636860081	RS27L_HUMAN
O14786	6.02785132674553	6.02785132674553	NRP1_HUMAN
O75396	6.02128385740914	6.02128385740914	SC22B_HUMAN
Q14204	6.01842604829546	6.01842604829546	DYHC1_HUMAN
P62861	6.00475908037483	18.0142772411245	RS30_HUMAN
Q5JTZ9	5.96630199133724	5.96630199133724	SYAM_HUMAN
Q9NP72	5.96404230424078	17.8921269127223	RAB18_HUMAN
O94906	5.96221104831545	11.9244220966309	PRP6_HUMAN
P43251	5.95205084714338	5.95205084714338	BTD_HUMAN
O00483	5.94947609514694	5.94947609514694	NDUA4_HUMAN
Q9HCC0	5.92367721489974	11.8473544297995	MCCB_HUMAN
P49189	5.8945025103992	11.7890050207984	AL9A1_HUMAN
P49368	5.88102485698569	17.6430745709571	TCPG_HUMAN
O95169	5.86705377694105	5.86705377694105	NDUB8_HUMAN
Q15427	5.8645440014558	5.8645440014558	SF3B4_HUMAN
Q13642	5.85091037507086	5.85091037507086	FHL1_HUMAN
P00568	5.84971317834453	17.5491395350336	KAD1_HUMAN
P62314	5.80370343118986	5.80370343118986	SMD1_HUMAN
P48681	5.80361276527753	5.80361276527753	NEST_HUMAN
P28074	5.7459301691539	22.9837206766156	PSB5_HUMAN
Q9UL46	5.70169394429297	11.4033878885859	PSME2_HUMAN
O76062	5.66902220407591	5.66902220407591	ERG24_HUMAN
P49590	5.61555671336159	5.61555671336159	SYHM_HUMAN
Q7Z6K5	5.57609445316482	5.57609445316482	ARPIN_HUMAN
Q9Y5S9	5.55905395209575	5.55905395209575	RBM8A_HUMAN
Q14914	5.53786220009923	5.53786220009923	PTGR1_HUMAN
Q14165	5.52437994610366	5.52437994610366	MLEC_HUMAN
P23141	5.51865849192635	5.51865849192635	EST1_HUMAN
P48506	5.51651039662094	5.51651039662094	GSH1_HUMAN
P84085	5.48814329502529	5.48814329502529	ARF5_HUMAN
O43824	5.48408904174486	16.4522671252346	GTPB6_HUMAN
Q14151	5.44314532854458	10.8862906570892	SAFB2_HUMAN
P06737	5.41150294842945	5.41150294842945	PYGL_HUMAN
P13798	5.38595553187435	10.7719110637487	ACPH_HUMAN
Q9NZ45	5.35649523822219	5.35649523822219	CISD1_HUMAN
P35222	5.3244457722005	5.3244457722005	CTNB1_HUMAN
Q00610	5.32233440275871	5.32233440275871	CLH1_HUMAN
Q8IYI6	5.31006021749163	5.31006021749163	EXOC8_HUMAN
P17987	5.30353256238604	5.30353256238604	TCPA_HUMAN
Q7Z4W1	5.28683954800192	5.28683954800192	DCXR_HUMAN
O95865	5.2717535789574	5.2717535789574	DDAH2_HUMAN
Q8TDZ2	5.25388660891407	5.25388660891407	MICA1_HUMAN
P54886	5.24202508756896	5.24202508756896	P5CS_HUMAN
Q9Y3I0	5.21480863003941	10.4296172600788	RTCB_HUMAN
Q9H3K6	5.18419964720902	10.368399294418	BOLA2_HUMAN
Q06210	5.14903736406175	5.14903736406175	GFPT1_HUMAN
P51888	5.13716971633474	5.13716971633474	PRELP_HUMAN
P24752	5.11119095628354	10.2223819125671	THIL_HUMAN
P62280	5.09484277279036	5.09484277279036	RS11_HUMAN
P36957	5.05926305249406	15.1777891574822	ODO2_HUMAN
O00233	5.04674212909164	5.04674212909164	PSMD9_HUMAN
Q9Y2X7	5.03764877435106	5.03764877435106	GIT1_HUMAN
O60613	5.02807950325993	5.02807950325993	SEP15_HUMAN
Q8WVV9	5.02031059991313	5.02031059991313	HNRLL_HUMAN
P18621	5.01147437513918	10.0229487502784	RL17_HUMAN
P13667	5.00245561151502	10.00491122303	PDIA4_HUMAN
O14776	4.99802500019494	4.99802500019494	TCRG1_HUMAN
Q96RP9	4.98999809177798	14.9699942753339	EFGM_HUMAN
Q9NR28	4.98726823986225	4.98726823986225	DBLOH_HUMAN
Q9Y2X3	4.98594476927309	9.97188953854618	NOP58_HUMAN
P14625	4.98433508271776	4.98433508271776	ENPL_HUMAN
Q8WZA1	4.98324670026368	14.949740100791	PMGT1_HUMAN
P35232	4.97409531704157	29.8445719022494	PHB_HUMAN
Q9BUR5	4.9485221910206	4.9485221910206	MIC26_HUMAN
P07686	4.93330603380343	4.93330603380343	HEXB_HUMAN
P14618	4.90688575388064	19.6275430155225	KPYM_HUMAN
P07910	4.85604130907122	9.71208261814243	HNRPC_HUMAN
P61019	4.78164992967692	4.78164992967692	RAB2A_HUMAN
Q13884	4.72378805668215	4.72378805668215	SNTB1_HUMAN
Q7Z7H5	4.72234869063443	9.44469738126886	TMED4_HUMAN
P45877	4.7116478918278	4.7116478918278	PPIC_HUMAN
Q96IJ6	4.69515838961625	14.0854751688487	GMPPA_HUMAN
Q6IAA8	4.68441311393129	4.68441311393129	LTOR1_HUMAN
Q00059	4.65492804720718	4.65492804720718	TFAM_HUMAN
P35914	4.62410092293524	4.62410092293524	HMGCL_HUMAN
P82970	4.58987890492986	4.58987890492986	HMGN5_HUMAN
P26373	4.58933487915086	9.17866975830173	RL13_HUMAN
P30613	4.58074838914768	9.16149677829537	KPYR_HUMAN
Q92538	4.57532286426513	4.57532286426513	GBF1_HUMAN
P41222	4.54623559404034	4.54623559404034	PTGDS_HUMAN
O60701	4.54461846119516	4.54461846119516	UGDH_HUMAN
P10606	4.54409100954686	13.6322730286406	COX5B_HUMAN
O14964	4.52606154128103	9.05212308256207	HGS_HUMAN
P42356	4.50990393762288	13.5297118128686	PI4KA_HUMAN
Q9NZJ7	4.41199682149428	4.41199682149428	MTCH1_HUMAN
Q8TC12	4.39110250317882	4.39110250317882	RDH11_HUMAN
O75880	4.38765350806066	8.77530701612131	SCO1_HUMAN
P63220	4.34048097848428	8.68096195696856	RS21_HUMAN
P28066	4.31836767069439	8.63673534138878	PSA5_HUMAN
Q02218	4.28798013387713	4.28798013387713	ODO1_HUMAN
Q9P0L0	4.26127922804093	12.7838376841228	VAPA_HUMAN
Q4G0J3	4.19763309880028	8.39526619760056	LARP7_HUMAN
Q03135	4.16144819374967	4.16144819374967	CAV1_HUMAN
Q9BRT3	4.15049481937171	4.15049481937171	MIEN1_HUMAN
O95831	4.14466490257539	4.14466490257539	AIFM1_HUMAN
P09874	4.12523917961574	8.25047835923148	PARP1_HUMAN
P46821	4.1249415701195	4.1249415701195	MAP1B_HUMAN
Q8N0X4	4.09648360142739	4.09648360142739	CLYBL_HUMAN
Q13200	4.08943302037567	4.08943302037567	PSMD2_HUMAN
P12236	4.04638401987845	4.04638401987845	ADT3_HUMAN
P56537	4.02626596499799	4.02626596499799	IF6_HUMAN
P30101	4.01078488367089	4.01078488367089	PDIA3_HUMAN
P27797	4.00296587669839	4.00296587669839	CALR_HUMAN
P00505	3.97201830798679	3.97201830798679	AATM_HUMAN
Q8N5N7	3.95654287374706	3.95654287374706	RM50_HUMAN
Q9Y285	3.93394624292824	7.86789248585648	SYFA_HUMAN
P15880	3.90843482558161	3.90843482558161	RS2_HUMAN
P04083	3.89643411812017	7.79286823624034	ANXA1_HUMAN
P62266	3.86330926252888	7.72661852505775	RS23_HUMAN
Q96AQ6	3.85199867220461	7.70399734440923	PBIP1_HUMAN
P60842	3.79257095597912	3.79257095597912	IF4A1_HUMAN
P08621	3.76967377986373	18.8483688993186	RU17_HUMAN
Q9NZU5	3.76186470147928	3.76186470147928	LMCD1_HUMAN
P52594	3.76027148745593	3.76027148745593	AGFG1_HUMAN
Q9Y291	3.74657133798425	3.74657133798425	RT33_HUMAN
P07357	3.72983369775405	3.72983369775405	CO8A_HUMAN
P01042	3.71690923380881	3.71690923380881	KNG1_HUMAN
P49589	3.71306162148108	3.71306162148108	SYCC_HUMAN
Q9NTK5	3.70906813198415	3.70906813198415	OLA1_HUMAN
Q9H0R6	3.70672796542021	3.70672796542021	GATA_HUMAN
Q13232	3.67011219585434	3.67011219585434	NDK3_HUMAN
P62753	3.65741126780892	7.31482253561784	RS6_HUMAN
Q9UKM9	3.65101047554516	7.30202095109031	RALY_HUMAN
Q96HJ9	3.64871760692856	3.64871760692856	FMC1_HUMAN
P51148	3.57718893918478	3.57718893918478	RAB5C_HUMAN
Q96Q06	3.49415763317193	3.49415763317193	PLIN4_HUMAN
P34897	3.46911874096761	3.46911874096761	GLYM_HUMAN
P49903	3.45495227800928	3.45495227800928	SPS1_HUMAN
Q86VP6	3.44436156472198	10.3330846941659	CAND1_HUMAN
Q9NRG7	3.43856572321709	3.43856572321709	D39U1_HUMAN
Q9NPE3	3.41848639768105	3.41848639768105	NOP10_HUMAN
P36915	3.41137023885416	3.41137023885416	GNL1_HUMAN
Q9Y6C9	3.40493557315692	3.40493557315692	MTCH2_HUMAN
P62304	3.38417566626431	3.38417566626431	RUXE_HUMAN
P57105	3.24959240631595	3.24959240631595	SYJ2B_HUMAN
P17096	3.2285520016576	3.2285520016576	HMGA1_HUMAN
P37837	3.21901333740984	3.21901333740984	TALDO_HUMAN
Q12906	3.21838930128262	6.43677860256524	ILF3_HUMAN
P62942	3.20881172079901	3.20881172079901	FKB1A_HUMAN
P38646	3.20093382153596	3.20093382153596	GRP75_HUMAN
Q15393	3.19112163181602	3.19112163181602	SF3B3_HUMAN
Q9UKG1	3.18282473672361	6.36564947344721	DP13A_HUMAN
Q15631	3.1751225931052	6.35024518621039	TSN_HUMAN
Q12929	3.16858179871816	3.16858179871816	EPS8_HUMAN
P62851	3.1462010523298	9.4386031569894	RS25_HUMAN
Q9NR50	3.14514819974821	3.14514819974821	EI2BG_HUMAN
P37802	3.14241025736625	6.28482051473251	TAGL2_HUMAN
P49721	3.11167306422487	3.11167306422487	PSB2_HUMAN
Q02543	3.11000758338305	3.11000758338305	RL18A_HUMAN
P10321	3.06768060113139	6.13536120226278	1C07_HUMAN
P62330	3.05301986953733	3.05301986953733	ARF6_HUMAN
Q6PGP7	3.03356085905115	3.03356085905115	TTC37_HUMAN
Q96R05	3.02969064019738	3.02969064019738	RET7_HUMAN
P42226	2.99312274341382	2.99312274341382	STAT6_HUMAN
Q9H3N1	2.98389609419431	2.98389609419431	TMX1_HUMAN
Q16891	2.95369782847741	2.95369782847741	MIC60_HUMAN
P62847	2.93848647350223	2.93848647350223	RS24_HUMAN
P05164	2.93307527213254	2.93307527213254	PERM_HUMAN
P80108	2.79697473011567	2.79697473011567	PHLD_HUMAN
Q9NXG2	2.77722986921695	2.77722986921695	THUM1_HUMAN
Q92734	2.73161104512737	2.73161104512737	TFG_HUMAN
P78371	2.69523210678082	2.69523210678082	TCPB_HUMAN
P98179	2.66894551737262	2.66894551737262	RBM3_HUMAN
A6NJ78	2.65230177728087	2.65230177728087	MET15_HUMAN
O43504	2.65067739619023	2.65067739619023	LTOR5_HUMAN
P13639	2.62096780658764	2.62096780658764	EF2_HUMAN
P31942	2.59501008675388	2.59501008675388	HNRH3_HUMAN
Q9Y5K8	2.57628946513659	2.57628946513659	VATD_HUMAN
P62136	2.57429528759368	2.57429528759368	PP1A_HUMAN
Q9UH99	2.5345705236415	2.5345705236415	SUN2_HUMAN
Q9BXR0	2.46278107682366	2.46278107682366	TGT_HUMAN
P39023	2.40846235786425	7.22538707359274	RL3_HUMAN
P21333	2.36471346743106	2.36471346743106	FLNA_HUMAN
P23396	2.32816755777574	2.32816755777574	RS3_HUMAN
P46977	2.32233016000169	2.32233016000169	STT3A_HUMAN
Q9H0D6	2.26881925314454	2.26881925314454	XRN2_HUMAN
O14980	2.2231112901361	2.2231112901361	XPO1_HUMAN
Q9NS69	2.20703626123994	2.20703626123994	TOM22_HUMAN
Q9NX40	2.19061226004738	2.19061226004738	OCAD1_HUMAN
O00193	2.17605013520207	2.17605013520207	SMAP_HUMAN
P06396	2.05288201449619	2.05288201449619	GELS_HUMAN
Q13043	1.98543410853053	1.98543410853053	STK4_HUMAN
Q99426	1.9541368434094	1.9541368434094	TBCB_HUMAN
P36578	1.90427568353529	1.90427568353529	RL4_HUMAN
P55809	1.8861581899072	1.8861581899072	SCOT1_HUMAN
P07737	1.8642259970246	1.8642259970246	PROF1_HUMAN
Q9ULS5	1.84403589867162	1.84403589867162	TMCC3_HUMAN
P28072	1.81513133597768	1.81513133597768	PSB6_HUMAN
P16144	1.80346302858878	1.80346302858878	ITB4_HUMAN
P19338	1.77070083047429	1.77070083047429	NUCL_HUMAN
P30040	1.74219960245119	1.74219960245119	ERP29_HUMAN
P30533	1.73164027423974	1.73164027423974	AMRP_HUMAN
Q99623	1.69796930613763	1.69796930613763	PHB2_HUMAN
P22570	1.63673612752064	1.63673612752064	ADRO_HUMAN
Q08345	1.60101238239302	1.60101238239302	DDR1_HUMAN
P20810	1.59808306447621	1.59808306447621	ICAL_HUMAN
Q13404	1.59462563346552	1.59462563346552	UB2V1_HUMAN
P62244	1.59334270168489	1.59334270168489	RS15A_HUMAN
O76074	1.58164713154548	1.58164713154548	PDE5A_HUMAN
Q8IV08	1.52676269376609	1.52676269376609	PLD3_HUMAN
O60925	1.50272223346802	1.50272223346802	PFD1_HUMAN
O75494	1.48617987608593	1.48617987608593	SRS10_HUMAN
O43615	1.40933836554621	1.40933836554621	TIM44_HUMAN
P53618	1.3627535504589	1.3627535504589	COPB_HUMAN
P14927	1.3517836811331	1.3517836811331	QCR7_HUMAN
P61970	1.26225347190652	1.26225347190652	NTF2_HUMAN
P52209	1.16213971638139	1.16213971638139	6PGD_HUMAN
Q96PE7	1.13903822137112	1.13903822137112	MCEE_HUMAN
P48594	1.03225395423062	1.03225395423062	SPB4_HUMAN
O75323	1.00735813665706	1.00735813665706	NIPS2_HUMAN
Q14558	0.935342505099049	0.935342505099049	KPRA_HUMAN
P10599	0.912986835696022	0.912986835696022	THIO_HUMAN
P08603	0.780340881791428	0.780340881791428	CFAH_HUMAN
P23381	0.770889730814151	0.770889730814151	SYWC_HUMAN
Q9BRQ6	0.760249786156694	0.760249786156694	MIC25_HUMAN
Q9BQ52	0.695120857121423	0.695120857121423	RNZ2_HUMAN
Q6PCB0	0.610003041998673	0.610003041998673	VWA1_HUMAN
Q6UX73	0.404777413647659	0.404777413647659	CP089_HUMAN
P50990	0.350087167141439	0.700174334282877	TCPQ_HUMAN
P02748	0.335237755443852	0.335237755443852	CO9_HUMAN
P55265	0.232551847879277	0.232551847879277	DSRAD_HUMAN
P06744	0.222397475838362	0.444794951676724	G6PI_HUMAN
P0DJI8	0.170367035991518	0.170367035991518	SAA1_HUMAN
Q99733	-0.0969874791624686	-0.0969874791624686	NP1L4_HUMAN
P57735	-0.205220405103738	-0.205220405103738	RAB25_HUMAN
Q96EY7	-0.326124959490662	-0.326124959490662	PTCD3_HUMAN
O00338	-0.42363649476201	-0.42363649476201	ST1C2_HUMAN
P53597	-0.633760628255235	-0.633760628255235	SUCA_HUMAN
P55327	-1.18739137807522	-1.18739137807522	TPD52_HUMAN
A0AV96	-1.32479711011905	-1.32479711011905	RBM47_HUMAN
P10809	-1.51563598801804	-1.51563598801804	CH60_HUMAN
P49755	-2.65962489460173	-2.65962489460173	TMEDA_HUMAN
Q9GZY8	-3.02979431533671	-3.02979431533671	MFF_HUMAN
