protId	score	label	symbol
Q14195	7.31628758320258	PA	DPYL3_HUMAN
O60437	6.94153383969731	PA	PEPL_HUMAN
P07202	13.2901989902948	PC	PERT_HUMAN
P12277	13.0625290069104	PC	KCRB_HUMAN
P17931	12.1980504645431	PC	LEG3_HUMAN
P02751	11.1443559797129	PC	FINC_HUMAN
Q14764	10.2622374989162	PC	MVP_HUMAN
O94875	9.74877793877701	PC	SRBS2_HUMAN
P10909	8.80874851918956	PC	CLUS_HUMAN
P04083	8.61026400371677	PC	ANXA1_HUMAN
Q9Y4L1	8.27233781148542	PC	HYOU1_HUMAN
P07355	8.18536260838626	PC	ANXA2_HUMAN
P37802	8.16662441770403	PC	TAGL2_HUMAN
P23526	8.03502843393471	PC	SAHH_HUMAN
O60504	7.82439548362015	PC	VINEX_HUMAN
P09382	7.64150568240636	PC	LEG1_HUMAN
Q13642	7.47854974811691	PC	FHL1_HUMAN
P12429	7.17650178771347	PC	ANXA3_HUMAN
P21333	6.00596509318518	PC	FLNA_HUMAN
O00339	5.94768796933388	PC	MATN2_HUMAN
P27797	5.69317808128266	PC	CALR_HUMAN
O60437	5.44701453704687	PC	PEPL_HUMAN
Q6PHW0	5.15646470992353	PC	IYD1_HUMAN
Q14847	5.14099971735519	PC	LASP1_HUMAN
P31939	4.92081308798323	PC	PUR9_HUMAN
P01009	4.50313521856644	PC	A1AT_HUMAN
Q71UM5	4.35065898616515	PC	RS27L_HUMAN
P49419	4.34001075468533	PC	AL7A1_HUMAN
P51888	4.16189414452122	PC	PRELP_HUMAN
P14625	4.12573910149873	PC	ENPL_HUMAN
O15230	3.9568503391147	PC	LAMA5_HUMAN
P14543	3.87236331039999	PC	NID1_HUMAN
P51580	3.85346776933923	PC	TPMT_HUMAN
P52272	3.83432834209311	PC	HNRPM_HUMAN
Q13425	3.75156084214796	PC	SNTB2_HUMAN
P17174	3.7507506214432	PC	AATC_HUMAN
P13667	3.70105483237055	PC	PDIA4_HUMAN
P24752	3.57186993408889	PC	THIL_HUMAN
P08294	3.50263358262794	PC	SODE_HUMAN
Q14165	3.4828037597599	PC	MLEC_HUMAN
P05165	3.42926329739742	PC	PCCA_HUMAN
Q14195	3.38256708313454	PC	DPYL3_HUMAN
Q02252	3.36540919384257	PC	MMSA_HUMAN
P52566	3.36127346815964	PC	GDIR2_HUMAN
P12830	3.33375743382169	PC	CADH1_HUMAN
P38646	3.28889509857011	PC	GRP75_HUMAN
P07195	3.28125037740608	PC	LDHB_HUMAN
O00264	3.27842174589151	PC	PGRC1_HUMAN
P30038	3.25917549883664	PC	AL4A1_HUMAN
Q15149	3.16162258999217	PC	PLEC_HUMAN
Q96CM8	3.14418646248028	PC	ACSF2_HUMAN
P04179	3.13440866779951	PC	SODM_HUMAN
Q99584	3.09518177606176	PC	S10AD_HUMAN
P08758	3.08334723220666	PC	ANXA5_HUMAN
P36957	3.03227943683999	PC	ODO2_HUMAN
Q99497	3.02165442377879	PC	PARK7_HUMAN
P50395	2.99954599505951	PC	GDIB_HUMAN
Q14315	2.99926891693989	PC	FLNC_HUMAN
P02452	2.99220882765739	PC	CO1A1_HUMAN
Q9HCC0	2.96271285828349	PC	MCCB_HUMAN
Q13938	2.96249680925711	PC	CAYP1_HUMAN
Q96C19	2.94111486384304	PC	EFHD2_HUMAN
Q9GZM7	2.92045161976497	PC	TINAL_HUMAN
P32969	2.86592267015025	PC	RL9_HUMAN
Q9UHQ9	2.72512746660759	PC	NB5R1_HUMAN
Q99536	2.71646858658594	PC	VAT1_HUMAN
Q92947	2.66456704551311	PC	GCDH_HUMAN
Q9Y4W6	2.64224628060683	PC	AFG32_HUMAN
P23246	2.56925572212499	PC	SFPQ_HUMAN
P23381	2.56509454053416	PC	SYWC_HUMAN
Q00059	2.54511640136247	PC	TFAM_HUMAN
P60660	2.52495830555159	PC	MYL6_HUMAN
P09525	2.50413548308088	PC	ANXA4_HUMAN
P35221	2.49747427363629	PC	CTNA1_HUMAN
P21266	2.4779050407629	PC	GSTM3_HUMAN
P49411	2.4707507750267	PC	EFTU_HUMAN
P61353	2.45857374716236	PC	RL27_HUMAN
P05091	2.44280396269674	PC	ALDH2_HUMAN
Q96I99	2.38089103542903	PC	SUCB2_HUMAN
P63104	2.25726332693981	PC	1433Z_HUMAN
P35232	2.19806949302224	PC	PHB_HUMAN
Q01995	2.16504846546349	PC	TAGL_HUMAN
P12694	2.12502938840179	PC	ODBA_HUMAN
P20073	2.11224612684169	PC	ANXA7_HUMAN
P24539	2.05087757027565	PC	AT5F1_HUMAN
P55268	2.01300974330723	PC	LAMB2_HUMAN
P06703	2.01221625449355	PC	S10A6_HUMAN
O75323	2.01049233522799	PC	NIPS2_HUMAN
P10606	1.98082208625923	PC	COX5B_HUMAN
P19971	1.97128032409252	PC	TYPH_HUMAN
Q15417	1.9528561686472	PC	CNN3_HUMAN
P21291	1.93187181990164	PC	CSRP1_HUMAN
P11021	1.91555758376794	PC	GRP78_HUMAN
Q6PCB0	1.90841400268246	PC	VWA1_HUMAN
P07942	1.88710892726989	PC	LAMB1_HUMAN
P51884	1.84750178872455	PC	LUM_HUMAN
Q9Y646	1.75343611923876	PC	CBPQ_HUMAN
O15067	1.73953863836911	PC	PUR4_HUMAN
Q9H910	1.72250129475632	PC	JUPI2_HUMAN
P08133	1.72088973884727	PC	ANXA6_HUMAN
Q14624	1.68743080087325	PC	ITIH4_HUMAN
Q00325	1.66767195396207	PC	MPCP_HUMAN
P49588	1.64963831128485	PC	SYAC_HUMAN
P61160	1.55576185294667	PC	ARP2_HUMAN
P00505	1.53418648948221	PC	AATM_HUMAN
P14618	1.48205827374414	PC	KPYM_HUMAN
P00918	1.42647776598482	PC	CAH2_HUMAN
P30042	1.42150004560334	PC	ES1_HUMAN
P52209	1.3410339395603	PC	6PGD_HUMAN
P20933	1.32478480674927	PC	ASPG_HUMAN
Q14112	1.25233899924248	PC	NID2_HUMAN
Q01813	1.25130191167952	PC	PFKAP_HUMAN
P40926	1.2266611564999	PC	MDHM_HUMAN
P62424	1.16382021206782	PC	RL7A_HUMAN
O76074	1.09951233151436	PC	PDE5A_HUMAN
P12110	1.08225979265081	PC	CO6A2_HUMAN
Q9Y6U3	0.954449526680183	PC	ADSV_HUMAN
Q9H299	0.894858916049122	PC	SH3L3_HUMAN
Q9UHV9	0.86499916695819	PC	PFD2_HUMAN
P62861	0.819557412760711	PC	RS30_HUMAN
P06753	0.742245285265066	PC	TPM3_HUMAN
Q9BZZ5	0.657080312804101	PC	API5_HUMAN
P12111	0.538490413819276	PC	CO6A3_HUMAN
P35579	0.46129963887726	PC	MYH9_HUMAN
P06396	0.419143037918541	PC	GELS_HUMAN
Q12905	0.391879679973951	PC	ILF2_HUMAN
P50995	0.375391736342763	PC	ANX11_HUMAN
P46940	0.318357844129156	PC	IQGA1_HUMAN
P05023	0.226176584212459	PC	AT1A1_HUMAN
Q9NYU2	0.206128968029157	PC	UGGG1_HUMAN
O75083	0.13728954226555	PC	WDR1_HUMAN
P67936	-0.00509460890180093	PC	TPM4_HUMAN
Q9NX63	-0.201506773454769	PC	MIC19_HUMAN
Q15393	-0.219652901839652	PC	SF3B3_HUMAN
P00740	-0.233598206018735	PC	FA9_HUMAN
Q12931	-0.271817640100855	PC	TRAP1_HUMAN
Q8N335	-0.373023958579912	PC	GPD1L_HUMAN
P01266	-0.583598066814438	PC	THYG_HUMAN
P23142	-1.33271935881192	PC	FBLN1_HUMAN
Q9P2E9	-1.93210035374571	PC	RRBP1_HUMAN
P06702	15.2958847024851	MN	S10A9_HUMAN
P02743	11.3486510180942	MN	SAMP_HUMAN
Q6PCB0	8.6370236715633	MN	VWA1_HUMAN
P01034	8.28089904242974	MN	CYTC_HUMAN
P02765	7.62250422755311	MN	FETUA_HUMAN
P10909	6.90353772796913	MN	CLUS_HUMAN
O14498	6.82829038657648	MN	ISLR_HUMAN
P07339	6.58460325956394	MN	CATD_HUMAN
P51888	6.56782413463002	MN	PRELP_HUMAN
P05109	5.74817109200661	MN	S10A8_HUMAN
P46778	5.38160840769461	MN	RL21_HUMAN
P13489	5.37363447552005	MN	RINI_HUMAN
P02787	4.85258588355752	MN	TRFE_HUMAN
Q9H910	4.48973354236865	MN	JUPI2_HUMAN
P02452	4.40561519864012	MN	CO1A1_HUMAN
P26641	4.20157693321909	MN	EF1G_HUMAN
P22352	4.19740825002438	MN	GPX3_HUMAN
P53004	4.19408563304412	MN	BIEA_HUMAN
P20774	4.13404004578295	MN	MIME_HUMAN
P05165	4.09113057651681	MN	PCCA_HUMAN
P01042	4.08904142796451	MN	KNG1_HUMAN
P04179	3.91599852635422	MN	SODM_HUMAN
P61353	3.85294465266877	MN	RL27_HUMAN
P48637	3.81956146377512	MN	GSHB_HUMAN
P51571	3.57805533604355	MN	SSRD_HUMAN
P20700	3.54771776516166	MN	LMNB1_HUMAN
P13861	3.52564848825495	MN	KAP2_HUMAN
P51884	3.17685050279052	MN	LUM_HUMAN
P01871	3.14984861960732	MN	IGHM_HUMAN
P30044	3.13494263862056	MN	PRDX5_HUMAN
P49368	3.10438813282063	MN	TCPG_HUMAN
P17844	3.07200233812326	MN	DDX5_HUMAN
P07355	3.05548784968951	MN	ANXA2_HUMAN
P62861	3.0056407026398	MN	RS30_HUMAN
P07099	3.00264646300406	MN	HYEP_HUMAN
P09382	2.87691208801292	MN	LEG1_HUMAN
P04083	2.87568070307845	MN	ANXA1_HUMAN
P35579	2.83294067435058	MN	MYH9_HUMAN
Q6NZI2	2.79926819905822	MN	CAVN1_HUMAN
P61970	2.76631776605529	MN	NTF2_HUMAN
P60900	2.75369137518349	MN	PSA6_HUMAN
P02766	2.70005859571686	MN	TTHY_HUMAN
P02647	2.62905715868298	MN	APOA1_HUMAN
P30048	2.49700277728565	MN	PRDX3_HUMAN
P61769	2.46464039339906	MN	B2MG_HUMAN
P19827	2.44474161442849	MN	ITIH1_HUMAN
P05556	2.41231186927625	MN	ITB1_HUMAN
P29401	2.3850793053303	MN	TKT_HUMAN
P02794	2.3533098660021	MN	FRIH_HUMAN
P19823	2.34261240550913	MN	ITIH2_HUMAN
O15067	2.31919115856098	MN	PUR4_HUMAN
P49207	2.21495596598848	MN	RL34_HUMAN
P04792	2.13072276760832	MN	HSPB1_HUMAN
P36578	2.05922053979512	MN	RL4_HUMAN
P02458	2.05916777162962	MN	CO2A1_HUMAN
Q9HC38	2.05020853012278	MN	GLOD4_HUMAN
Q53H96	1.98242232087901	MN	P5CR3_HUMAN
P04080	1.98052944860187	MN	CYTB_HUMAN
Q9H4A4	1.92581712140277	MN	AMPB_HUMAN
P21333	1.88108582709436	MN	FLNA_HUMAN
P08123	1.83363471153136	MN	CO1A2_HUMAN
Q9GZT3	1.80755387278812	MN	SLIRP_HUMAN
Q9BR76	1.80068998691234	MN	COR1B_HUMAN
P00403	1.75653266865356	MN	COX2_HUMAN
P52209	1.70555517811604	MN	6PGD_HUMAN
P01008	1.64796301894818	MN	ANT3_HUMAN
P27105	1.62242637879284	MN	STOM_HUMAN
Q15233	1.5271038263114	MN	NONO_HUMAN
P63244	1.52050233733455	MN	RACK1_HUMAN
Q09666	1.48445677589264	MN	AHNK_HUMAN
P98179	1.44350567547345	MN	RBM3_HUMAN
Q9NZN4	1.27009675514285	MN	EHD2_HUMAN
P17931	1.26837628601428	MN	LEG3_HUMAN
Q9H4G4	1.22416112797944	MN	GAPR1_HUMAN
P46776	1.22403243746675	MN	RL27A_HUMAN
Q15435	1.15283658164813	MN	PP1R7_HUMAN
P62942	1.14787663098693	MN	FKB1A_HUMAN
P62266	1.06689119136987	MN	RS23_HUMAN
P02511	0.947221664553703	MN	CRYAB_HUMAN
P60660	0.935214215151949	MN	MYL6_HUMAN
Q9UM22	0.934829745960722	MN	EPDR1_HUMAN
P46781	0.703464253265988	MN	RS9_HUMAN
P50914	0.669388563391607	MN	RL14_HUMAN
P15880	0.411864598013091	MN	RS2_HUMAN
P15311	0.36661436692741	MN	EZRI_HUMAN
Q00610	0.235253591729856	MN	CLH1_HUMAN
P30084	0.171233683091266	MN	ECHM_HUMAN
P25788	0.152126425511247	MN	PSA3_HUMAN
P04899	0.143427930498808	MN	GNAI2_HUMAN
Q9UJU6	0.112629492560402	MN	DBNL_HUMAN
P62140	0.0670057010549825	MN	PP1B_HUMAN
P35222	-0.0238641827212328	MN	CTNB1_HUMAN
P12109	-0.0886921431352569	MN	CO6A1_HUMAN
P09972	-0.340464922357657	MN	ALDOC_HUMAN
Q01844	-1.50802953717836	MN	EWS_HUMAN
Q9HCC0	21.1236892666127	MA	MCCB_HUMAN
P12429	17.4875392099525	MA	ANXA3_HUMAN
Q92506	17.0577885475504	MA	DHB8_HUMAN
Q07065	16.9764271030945	MA	CKAP4_HUMAN
Q9NTK5	16.678258136172	MA	OLA1_HUMAN
P00568	15.0444015245341	MA	KAD1_HUMAN
P47756	13.7822021971285	MA	CAPZB_HUMAN
Q96C19	13.543666783225	MA	EFHD2_HUMAN
P25705	13.3003271246222	MA	ATPA_HUMAN
P11142	13.2087971035312	MA	HSP7C_HUMAN
P61353	13.1655234686396	MA	RL27_HUMAN
P35268	10.7679576845616	MA	RL22_HUMAN
P62913	10.7260746179788	MA	RL11_HUMAN
Q71UM5	10.4692536068527	MA	RS27L_HUMAN
P08294	9.61741241459261	MA	SODE_HUMAN
P04075	9.10901808894351	MA	ALDOA_HUMAN
P62851	8.90491132119651	MA	RS25_HUMAN
Q00610	8.08913635144633	MA	CLH1_HUMAN
P08865	7.85690777653578	MA	RSSA_HUMAN
P04075	9.8832050876634	MC	ALDOA_HUMAN
P60866	9.29189422370756	MC	RS20_HUMAN
Q9HCC0	9.27024184630841	MC	MCCB_HUMAN
Q9H910	9.02482065819631	MC	JUPI2_HUMAN
P06737	8.72424925544294	MC	PYGL_HUMAN
P62241	8.68160002105158	MC	RS8_HUMAN
P62913	8.17135823486637	MC	RL11_HUMAN
O43464	8.09080415421033	MC	HTRA2_HUMAN
P52272	7.97405547637841	MC	HNRPM_HUMAN
P04406	7.8522088304391	MC	G3P_HUMAN
P05387	7.70820564780091	MC	RLA2_HUMAN
P61978	7.5596133407814	MC	HNRPK_HUMAN
Q96AE4	7.54789143300209	MC	FUBP1_HUMAN
Q13409	7.01960918724041	MC	DC1I2_HUMAN
P20700	6.91297022063853	MC	LMNB1_HUMAN
O75367	6.86159619389259	MC	H2AY_HUMAN
P49773	6.80023262525767	MC	HINT1_HUMAN
Q15056	6.77557591080726	MC	IF4H_HUMAN
P46940	6.5129199733173	MC	IQGA1_HUMAN
P16219	6.48075439748816	MC	ACADS_HUMAN
P11216	6.43500492811755	MC	PYGB_HUMAN
Q99584	6.38857590301702	MC	S10AD_HUMAN
P21397	6.34514883097159	MC	AOFA_HUMAN
Q9P0M6	6.20643849439153	MC	H2AW_HUMAN
Q92945	6.11060669547668	MC	FUBP2_HUMAN
O00468	6.07473964668997	MC	AGRIN_HUMAN
P62857	6.06692181527812	MC	RS28_HUMAN
P62263	6.05618665677806	MC	RS14_HUMAN
P04083	6.03294225224541	MC	ANXA1_HUMAN
P46776	5.99864583750657	MC	RL27A_HUMAN
Q15717	5.94871414554505	MC	ELAV1_HUMAN
Q15149	5.9303050658737	MC	PLEC_HUMAN
P55084	5.92698127224702	MC	ECHB_HUMAN
P02765	5.8450723282046	MC	FETUA_HUMAN
P23526	5.84441862148573	MC	SAHH_HUMAN
P52597	5.63577998886698	MC	HNRPF_HUMAN
P22087	5.63039380251416	MC	FBRL_HUMAN
P07737	5.59061334037875	MC	PROF1_HUMAN
Q00610	5.40294612631878	MC	CLH1_HUMAN
P02656	5.36508780870319	MC	APOC3_HUMAN
P05166	5.3274652202295	MC	PCCB_HUMAN
P53999	5.31107318564584	MC	TCP4_HUMAN
Q9UM22	5.30247662089339	MC	EPDR1_HUMAN
Q14103	5.24124005167246	MC	HNRPD_HUMAN
P23381	5.12299093120561	MC	SYWC_HUMAN
P14618	5.09986499513806	MC	KPYM_HUMAN
P62937	5.05827480862658	MC	PPIA_HUMAN
P50454	4.95319696834086	MC	SERPH_HUMAN
O75083	4.91032563798859	MC	WDR1_HUMAN
P62310	4.8958019142819	MC	LSM3_HUMAN
P51659	4.89215598312426	MC	DHB4_HUMAN
P59998	4.89116458312157	MC	ARPC4_HUMAN
O95336	4.87380078036256	MC	6PGL_HUMAN
P49748	4.8664511298745	MC	ACADV_HUMAN
P35222	4.80505315356284	MC	CTNB1_HUMAN
O75531	4.75437083308411	MC	BAF_HUMAN
P00390	4.72782206462322	MC	GSHR_HUMAN
P07195	4.66781142624672	MC	LDHB_HUMAN
Q01813	4.63926188004119	MC	PFKAP_HUMAN
Q9Y265	4.63354427809023	MC	RUVB1_HUMAN
Q13263	4.6333678181461	MC	TIF1B_HUMAN
P40926	4.62548126738922	MC	MDHM_HUMAN
P04792	4.57748451109573	MC	HSPB1_HUMAN
P24752	4.54633871692979	MC	THIL_HUMAN
P25786	4.54066986576737	MC	PSA1_HUMAN
Q16851	4.53619878704368	MC	UGPA_HUMAN
Q02878	4.48345122459974	MC	RL6_HUMAN
O15145	4.46766432561186	MC	ARPC3_HUMAN
P43034	4.46362462967425	MC	LIS1_HUMAN
Q9Y3I0	4.43355824924035	MC	RTCB_HUMAN
Q9NTK5	4.40152094278612	MC	OLA1_HUMAN
Q16698	4.33874165836437	MC	DECR_HUMAN
P21399	4.31669713500505	MC	ACOC_HUMAN
P12429	4.27976944967295	MC	ANXA3_HUMAN
P62906	4.26818366042628	MC	RL10A_HUMAN
P04080	4.20219543957778	MC	CYTB_HUMAN
Q13630	4.1811151084141	MC	FCL_HUMAN
P00568	4.16986824577687	MC	KAD1_HUMAN
P60174	4.14616086468234	MC	TPIS_HUMAN
Q86VP6	4.13529436240543	MC	CAND1_HUMAN
P35232	4.08887432878592	MC	PHB_HUMAN
P11142	4.06243618755737	MC	HSP7C_HUMAN
P30044	4.02133362062395	MC	PRDX5_HUMAN
P12111	3.91337579416352	MC	CO6A3_HUMAN
P11310	3.88504851576605	MC	ACADM_HUMAN
P02766	3.82967110600604	MC	TTHY_HUMAN
P07900	3.8238582041594	MC	HS90A_HUMAN
P26373	3.74629448697571	MC	RL13_HUMAN
P84103	3.60816275194976	MC	SRSF3_HUMAN
P26640	3.59916907879713	MC	SYVC_HUMAN
P08708	3.58725999523575	MC	RS17_HUMAN
Q99623	3.53499993422416	MC	PHB2_HUMAN
O43175	3.50031211075081	MC	SERA_HUMAN
P62851	3.48054786819071	MC	RS25_HUMAN
P16152	3.43423744192604	MC	CBR1_HUMAN
P08238	3.41816151003382	MC	HS90B_HUMAN
P62753	3.38566350735527	MC	RS6_HUMAN
P10412	3.35758054744816	MC	H14_HUMAN
Q9BYX7	3.33531738032895	MC	ACTBM_HUMAN
P38117	3.29262512180851	MC	ETFB_HUMAN
P40939	3.26589744320451	MC	ECHA_HUMAN
P35268	3.25526366294138	MC	RL22_HUMAN
Q9NZL9	3.23100281777105	MC	MAT2B_HUMAN
P39019	3.16748111661582	MC	RS19_HUMAN
P42765	3.02120117458132	MC	THIM_HUMAN
P78371	3.00474768581461	MC	TCPB_HUMAN
Q96CM8	2.89519238999145	MC	ACSF2_HUMAN
P46778	2.76225494652977	MC	RL21_HUMAN
P62826	2.75998575527967	MC	RAN_HUMAN
P10909	2.666717141984	MC	CLUS_HUMAN
P19338	2.53193980907154	MC	NUCL_HUMAN
P35221	2.49316049755106	MC	CTNA1_HUMAN
P60842	2.31593615651293	MC	IF4A1_HUMAN
P34932	2.29052323718121	MC	HSP74_HUMAN
P82909	2.18559371371588	MC	RT36_HUMAN
P42126	1.68856161890692	MC	ECI1_HUMAN
Q9BR76	1.65566489153223	MC	COR1B_HUMAN
P26599	1.51294877823215	MC	PTBP1_HUMAN
P37837	1.47848093691615	MC	TALDO_HUMAN
P08758	1.21353697455593	MC	ANXA5_HUMAN
P62249	1.18902358540718	MC	RS16_HUMAN
P51888	0.917039362501807	MC	PRELP_HUMAN
P02743	21.932189408359	NA	SAMP_HUMAN
O14498	19.0812588899994	NA	ISLR_HUMAN
O15067	14.8274067087617	NA	PUR4_HUMAN
P02787	14.4724052768878	NA	TRFE_HUMAN
Q9HCC0	12.9896056228367	NA	MCCB_HUMAN
P19827	12.6896470446617	NA	ITIH1_HUMAN
Q71UM5	12.1583395971301	NA	RS27L_HUMAN
P46778	12.0051289760571	NA	RL21_HUMAN
Q92506	11.7763769059908	NA	DHB8_HUMAN
P02452	11.3238360172115	NA	CO1A1_HUMAN
P01042	11.2492577414206	NA	KNG1_HUMAN
P51888	11.0044820314209	NA	PRELP_HUMAN
P10909	10.5142262680979	NA	CLUS_HUMAN
Q6PCB0	10.4095180759227	NA	VWA1_HUMAN
P49207	9.83387823612254	NA	RL34_HUMAN
P60900	9.74887303939731	NA	PSA6_HUMAN
P01034	9.74427352781153	NA	CYTC_HUMAN
P31930	9.45940475002018	NA	QCR1_HUMAN
P06702	9.21055225887446	NA	S10A9_HUMAN
P17844	8.63064414084513	NA	DDX5_HUMAN
Q9Y2Q3	22.2392705229013	NC	GSTK1_HUMAN
P46778	22.0608111141035	NC	RL21_HUMAN
P52272	20.4178235960162	NC	HNRPM_HUMAN
P60866	18.4408925344307	NC	RS20_HUMAN
Q96AE4	17.8586819713657	NC	FUBP1_HUMAN
P35268	13.2814129647982	NC	RL22_HUMAN
P02787	11.5244376965343	AC	TRFE_HUMAN
P27695	11.3716236431375	AC	APEX1_HUMAN
P05387	10.6620739401098	AC	RLA2_HUMAN
P46940	10.4155034894973	AC	IQGA1_HUMAN
Q99497	10.2012412267729	AC	PARK7_HUMAN
O75531	10.0351613126131	AC	BAF_HUMAN
P52272	9.502668069156	AC	HNRPM_HUMAN
P62241	9.33298380950494	AC	RS8_HUMAN
Q9P0M6	8.94164411037157	AC	H2AW_HUMAN
P61978	8.32091342872474	AC	HNRPK_HUMAN
P17931	7.47316670887276	AC	LEG3_HUMAN
P39059	7.30425481118547	AC	COFA1_HUMAN
P26599	7.26677434899739	AC	PTBP1_HUMAN
P02743	6.71641400714757	AC	SAMP_HUMAN
P02765	6.68862964418381	AC	FETUA_HUMAN
P14866	5.07488702400668	AC	HNRPL_HUMAN
